Supplementary Data 3: Global mRNA half-lives measurement				
ENSEMBL Gene Id	Gene Symbol	Type	Half-life	Minimum Expression Value
ENSG00000123975	CKS2	mRNA	177.6048315	134.4336
ENSG00000227372	KIAA0495	mRNA	177.5849137	43.05737
ENSG00000143032	BARHL2	mRNA	177.5780909	9.930893
ENSG00000162290	DCP1A	mRNA	177.5223048	40.9132
---	UNQ2550	mRNA	177.4031696	3.19202
ENSG00000188315	C3orf62	mRNA	177.3864231	9.550477
ENSG00000118513	MYB	mRNA	177.3859559	7.834965
ENSG00000170852	KBTBD2	mRNA	177.3720454	23.04497
ENSG00000198346	ZNF813	mRNA	177.2824622	20.39073
ENSG00000121903	ZSCAN20	mRNA	177.2475765	9.764714
ENSG00000169375	SIN3A	mRNA	177.2469867	68.56331
ENSG00000132801	ZSWIM3	mRNA	176.9986304	3.14609
ENSG00000183354	KIAA2026	mRNA	176.962475	13.58049
ENSG00000113070	HBEGF	mRNA	176.9032252	16.7786
ENSG00000144426	ALS2CR16	mRNA	176.8631713	9.585381
ENSG00000138675	FGF5	mRNA	176.8558694	5.624614
ENSG00000169612	FAM103A1	mRNA	176.7954064	44.09227
ENSG00000166024	C10orf28	mRNA	176.7755059	34.36555
ENSG00000137656	BUD13	mRNA	176.7510418	12.99473
ENSG00000165782	TMEM55B	mRNA	176.7201912	22.1817
ENSG00000143373	ZNF687	mRNA	176.672927	23.41752
ENSG00000110723	EXPH5	mRNA	176.6488419	6.152007
ENSG00000125347	IRF1	mRNA	176.6365763	4.972675
ENSG00000139926	FRMD6	mRNA	176.5165305	22.54356
ENSG00000144597	EAF1	mRNA	176.4861182	47.34876
ENSG00000011007	TCEB3	mRNA	176.4648765	65.09454
ENSG00000131263	RNF12	mRNA	176.3717658	125.4459
ENSG00000122566	HNRNPA2B1	mRNA	176.3293486	434.9635
ENSG00000003756	RBM5	mRNA	176.3016129	57.16981
ENSG00000097096	SYDE2	mRNA	176.3015573	12.48624
ENSG00000069667	RORA	mRNA	176.1533366	8.732246
ENSG00000170468	C14orf169	mRNA	176.0478655	33.85134
ENSG00000198840	ND3	mRNA	176.0231275	906.4767
ENSG00000108590	MED31	mRNA	176.0060252	69.53319
ENSG00000162601	MYSM1	mRNA	175.9546195	68.8653
ENSG00000040199	PHLPPL	mRNA	175.9470776	14.45259
ENSG00000186448	ZNF197	mRNA	175.9409185	11.19714
ENSG00000154957	ZNF18	mRNA	175.8255597	5.808601
ENSG00000198719	DLL1	mRNA	175.7502111	12.12475
ENSG00000187607	ZNF286A	mRNA	175.727783	41.10463
ENSG00000089048	ESF1	mRNA	175.6903645	43.02384
ENSG00000174282	ZBTB4	mRNA	175.672245	14.36475
ENSG00000127870	RNF6	mRNA	175.5555005	26.4683
ENSG00000001167	NFYA	mRNA	175.5361987	53.45834
ENSG00000169607	CKAP2L	mRNA	175.5352726	24.68858
ENSG00000187801	ZNF643	mRNA	175.5288165	6.519064
ENSG00000166532	FAM80B	mRNA	175.4617451	24.00186
ENSG00000120690	ELF1	mRNA	175.4098959	113.3342
ENSG00000178662	FAM130A2	mRNA	175.4055148	12.28967
ENSG00000031691	CENPQ	mRNA	175.3834951	9.031257
ENSG00000180855	ZNF443	mRNA	175.3728602	3.379255
ENSG00000165115	KIF27	mRNA	175.3365611	11.56067
ENSG00000184486	POU3F2	mRNA	175.2387913	25.29526
ENSG00000100425	BRD1	mRNA	175.179331	23.73853
ENSG00000135334	C6orf166	mRNA	175.1570509	67.17515
ENSG00000173889	PHC3	mRNA	175.1241084	56.1843
ENSG00000178409	KIAA1553	mRNA	175.0800486	12.51644
ENSG00000189057	FAM111B	mRNA	174.9511306	78.18063
ENSG00000167394	ZNF668	mRNA	174.945406	6.042445
ENSG00000124257	NEURL2	mRNA	174.9164692	6.891335
ENSG00000117597	C1orf107	mRNA	174.8537666	47.42307
ENSG00000166321	---	mRNA	174.8385227	26.77001
---	IGKV2-24	mRNA	174.8284451	2.914415
ENSG00000096717	SIRT1	mRNA	174.7034393	132.0689
ENSG00000164251	F2RL1	mRNA	174.6795256	62.51081
ENSG00000105880	DLX5	mRNA	174.5756367	5.449158
ENSG00000187713	TMEM203	mRNA	174.4692539	55.69898
ENSG00000130772	MED18	mRNA	174.2971265	6.756485
ENSG00000077522	ACTN2	mRNA	174.2868036	9.272405
ENSG00000085978	ATG16L1	mRNA	174.2164107	27.4756
ENSG00000197472	ZNF695	mRNA	174.0347712	12.7081
ENSG00000143751	C1orf55	mRNA	174.0271512	95.56564
ENSG00000135903	PAX3	mRNA	173.999115	11.7162
ENSG00000126775	KIAA0831	mRNA	173.9338055	16.28556
ENSG00000198464	ZNF480	mRNA	173.8988286	36.30126
ENSG00000184209	U1SNRNPBP	mRNA	173.8641998	5.446929
ENSG00000180257	ZNF816A	mRNA	173.8590985	3.515879
ENSG00000073803	MAP3K13	mRNA	173.8175414	6.645424
ENSG00000115289	PCGF1	mRNA	173.7523096	11.77992
ENSG00000175073	VCPIP1	mRNA	173.7433087	59.06248
ENSG00000127125	PPCS	mRNA	173.6047086	46.44859
ENSG00000119138	KLF9	mRNA	173.5385008	22.16856
ENSG00000186197	EDARADD	mRNA	173.5370435	11.29565
ENSG00000163807	KIAA1143	mRNA	173.510038	66.82644
ENSG00000164626	KCNK5	mRNA	173.4674519	11.83444
ENSG00000168310	IRF2	mRNA	173.3765018	5.609601
ENSG00000143420	ENSA	mRNA	173.2371966	25.96067
ENSG00000204149	CTGLF3	mRNA	173.2159639	78.240621
ENSG00000173349	SFT2D3	mRNA	173.2085517	24.59872
ENSG00000214242	---	mRNA	173.1253919	8.085895
ENSG00000213079	RBM16	mRNA	173.1227491	87.95031
ENSG00000164463	C5orf41	mRNA	173.0412559	12.8795
ENSG00000106571	GLI3	mRNA	172.9443373	18.71687
ENSG00000186020	ZNF529	mRNA	172.9422808	84.66756
ENSG00000189060	H1F0	mRNA	172.9075596	108.7328
ENSG00000102974	CTCF	mRNA	172.5028229	135.3522
ENSG00000116539	ASH1L	mRNA	172.4435682	78.52581
ENSG00000033800	PIAS1	mRNA	172.4231174	107.5134
ENSG00000133124	IRS4	mRNA	172.4078399	659.1412
ENSG00000196967	ZNF585A	mRNA	172.3625912	23.15033
ENSG00000178042	ZNF260	mRNA	172.3387717	111.9364
ENSG00000183900	FOXD1	mRNA	172.3352216	33.54633
ENSG00000206337 // ENSG00000230389	HCP5	mRNA	172.234105	10.54372
ENSG00000174718	C12orf35	mRNA	172.2335253	16.48545
ENSG00000213057	C1orf220	mRNA	172.1798686	4.419673
ENSG00000138381	ASNSD1	mRNA	172.1454136	79.20895
ENSG00000185745	IFIT1	mRNA	172.129643	3.813526
ENSG00000033100	CSGlcA-T	mRNA	172.102209	25.28109
ENSG00000115875	SFRS7	mRNA	172.0888944	195.0413
ENSG00000130844	ZNF331	mRNA	171.9960072	33.55772
ENSG00000177721	C5orf39	mRNA	171.8624104	3.032366
---	ND5	mRNA	171.8495009	1038.9
ENSG00000049883	PTCD2	mRNA	171.7542585	47.02253
ENSG00000083844	ZNF264	mRNA	171.7039492	37.27156
ENSG00000159905	ZNF234	mRNA	171.675065	83.47152
ENSG00000185115	NDNL2	mRNA	171.6186048	20.94637
ENSG00000122783	C7orf49	mRNA	171.6018301	74.48715
ENSG00000143674	KIAA1804	mRNA	171.5623444	27.97894
ENSG00000170802	FOXN2	mRNA	171.5619744	16.92698
ENSG00000198153	---	mRNA	171.5582549	2.503572
---	BTN2A3	mRNA	171.5548643	7.244791
ENSG00000165879	FRAT1	mRNA	171.4303347	5.405416
ENSG00000032219	ARID4A	mRNA	171.3390606	11.9492
ENSG00000034677	RNF19A	mRNA	171.2888386	23.7718
ENSG00000176208	ATAD5	mRNA	171.2625361	85.40786
ENSG00000198160	MIER1	mRNA	171.2482304	37.27724
ENSG00000137834	SMAD6	mRNA	171.2195029	12.14938
ENSG00000204130	RUFY2	mRNA	171.168164	45.71722
ENSG00000159915	ZNF233	mRNA	171.1386347	7.54492
ENSG00000149634	C20orf165	mRNA	171.121512	5.327343
ENSG00000173120	FBXL11	mRNA	171.0748043	24.5634
ENSG00000132326	PER2	mRNA	171.0164652	10.23196
ENSG00000056277	ZNF280C	mRNA	171.0163664	30.44535
ENSG00000189007	ADAT2	mRNA	170.9491574	69.72401
ENSG00000185869	ZNF829	mRNA	170.9371454	24.74487
ENSG00000143319	ISG20L2	mRNA	170.8965565	122.7423
ENSG00000177951	BET1L	mRNA	170.873071	12.08381
ENSG00000198366	HIST1H3A	mRNA	170.8612603	27.81878
ENSG00000163251	FZD5	mRNA	170.8432114	24.4125
ENSG00000176896	LOC170082	mRNA	170.8163235	2.930119
ENSG00000145685	LHFPL2	mRNA	170.7751224	33.66755
ENSG00000137338	PGBD1	mRNA	170.7396414	8.121159
ENSG00000008083	JARID2	mRNA	170.5921919	50.46994
ENSG00000169122	FAM110B	mRNA	170.5910268	6.873165
ENSG00000118515	SGK1	mRNA	170.5015732	6.803613
ENSG00000153487	ING1	mRNA	170.4975842	12.20989
ENSG00000170385	SLC30A1	mRNA	170.4506081	28.93722
ENSG00000058729	RIOK2	mRNA	170.4372789	45.95459
ENSG00000164008	C1orf50	mRNA	170.4219391	13.80956
ENSG00000120278	PLEKHG1	mRNA	170.3646616	7.678188
ENSG00000170677	SOCS6	mRNA	170.3605661	25.76309
ENSG00000105866	SP4	mRNA	170.3165298	26.04679
ENSG00000137273	FOXF2	mRNA	170.2141966	21.11347
ENSG00000173706	HEG1	mRNA	170.2026393	11.10862
ENSG00000151151	IPMK	mRNA	170.1869047	17.62334
ENSG00000225830	ERCC6	mRNA	170.1162737	30.75595
ENSG00000112246	SIM1	mRNA	170.0171044	8.268725
ENSG00000220205	VAMP2	mRNA	169.9947622	12.56763
ENSG00000181896	ZNF101	mRNA	169.9831199	21.51113
ENSG00000238093	---	mRNA	169.78463	8.072738
ENSG00000224492	C7orf13	mRNA	169.7719188	17.38714
ENSG00000155324	GRAMD3	mRNA	169.6500111	4.197854
ENSG00000101126	ADNP	mRNA	169.62269	86.3756
ENSG00000165572	KBTBD6	mRNA	169.6030171	108.0831
ENSG00000126653	CCDC55	mRNA	169.5999537	49.82977
ENSG00000169131	ZNF354A	mRNA	169.5896416	6.989488
ENSG00000165813	C10orf118	mRNA	169.5349793	26.4087
ENSG00000116679	IVNS1ABP	mRNA	169.5321103	155.289
ENSG00000238083	LRRC37A2	mRNA	169.531103	51.72304
ENSG00000165506	C14orf104	mRNA	169.4814842	11.2595
ENSG00000119042	SATB2	mRNA	169.4333287	84.8893
ENSG00000186416	NKRF	mRNA	169.3897091	43.0818
ENSG00000155330	LOC388272	mRNA	169.3794631	34.36122
ENSG00000137393	RNF144B	mRNA	169.3178768	16.20858
ENSG00000135913	USP37	mRNA	169.3108771	26.52254
ENSG00000068745	IHPK2	mRNA	169.2606781	32.44561
ENSG00000137331	IER3	mRNA	169.2320653	16.09287
ENSG00000239305	RNF103	mRNA	169.0842883	12.14141
ENSG00000166439	RNF169	mRNA	169.0718524	24.07658
ENSG00000160051	IQCC	mRNA	169.0632136	9.86664
ENSG00000148143	ZNF462	mRNA	168.982114	38.88049
ENSG00000198742	SMURF1	mRNA	168.971577	21.61186
ENSG00000164296	TIGD6	mRNA	168.9292101	3.386156
ENSG00000166529	ZSCAN21	mRNA	168.8983142	22.38966
ENSG00000183148	ANKRD20A2	mRNA	168.8493579	8.3895914
ENSG00000146676	PURB	mRNA	168.8142469	133.5096
ENSG00000141446	ESCO1	mRNA	168.802584	20.82004
ENSG00000186566	GPATCH8	mRNA	168.6929834	46.00531
ENSG00000171132	PRKCE	mRNA	168.6603058	13.13309
ENSG00000132661	NXT1	mRNA	168.6227157	26.60927
ENSG00000196267	FLJ16287	mRNA	168.6129819	21.7344
ENSG00000184371	CSF1	mRNA	168.576773	7.160537
ENSG00000185085	INTS5	mRNA	168.5247574	17.74933
ENSG00000109083	IFT20	mRNA	168.4654154	31.05406
ENSG00000170340	B3GNT2	mRNA	168.3965769	25.43826
ENSG00000135164	DMTF1	mRNA	168.3430856	52.27777
ENSG00000183814	LIN9	mRNA	168.279423	23.10539
ENSG00000076321	KLHL20	mRNA	168.1730979	48.86198
ENSG00000155287	SLC25A28	mRNA	168.1561534	26.31679
ENSG00000146373	RNF217	mRNA	168.1157897	11.0073
ENSG00000085276	EVI1	mRNA	168.044406	25.63418
ENSG00000115738	ID2	mRNA	168.0275192	13.558829
ENSG00000114529	C3orf52	mRNA	168.0244416	11.60101
ENSG00000213865	C8orf44	mRNA	168.013037	2.649462
ENSG00000172007	RAB33B	mRNA	167.9927157	14.50874
ENSG00000124279	FASTKD3	mRNA	167.9606615	11.38361
ENSG00000139370	SLC15A4	mRNA	167.939337	48.92122
ENSG00000125812	GZF1	mRNA	167.8137472	24.76491
ENSG00000146410	FAM54A	mRNA	167.8009977	21.62796
ENSG00000164920	OSR2	mRNA	167.7821152	7.493058
ENSG00000172602	RND1	mRNA	167.7470598	10.37776
ENSG00000156384	C10orf78	mRNA	167.6648015	5.210801
ENSG00000149308	NPAT	mRNA	167.6155598	44.65057
ENSG00000076053	RBM7	mRNA	167.5241075	11.87944
ENSG00000067365	C16orf68	mRNA	167.496444	16.5268
ENSG00000108599	AKAP10	mRNA	167.4944076	26.5616
ENSG00000123595	RAB9A	mRNA	167.4871093	24.64694
ENSG00000169018	FEM1B	mRNA	167.4529477	125.2451
ENSG00000146457	WTAP	mRNA	167.2921971	184.579185
ENSG00000153922	CHD1	mRNA	167.2666186	99.69532
ENSG00000160908	ZNF394	mRNA	167.2343758	19.28584
---	FAM86C	mRNA	167.1248618	18.02729
ENSG00000128342	LIF	mRNA	167.1055974	3.764793
ENSG00000144120	TMEM177	mRNA	167.0609398	23.13444
ENSG00000108296	CCDC49	mRNA	167.0557764	20.38869
ENSG00000150316	CWC15	mRNA	167.0417489	7.323336
ENSG00000204681	GABBR1	mRNA	167.0346224	10.374222
ENSG00000150401	DCUN1D2	mRNA	166.94656	37.82371
ENSG00000162783	IER5	mRNA	166.93504	62.31686
ENSG00000181894	ZNF329	mRNA	166.927317	5.579218
ENSG00000134852	CLOCK	mRNA	166.8531998	12.24679
ENSG00000156374	PCGF6	mRNA	166.8189667	28.671645
ENSG00000204315	FKBPL	mRNA	166.7657579	5.895894
ENSG00000160551	TAOK1	mRNA	166.7213291	103.4767
ENSG00000100219	XBP1	mRNA	166.710946	88.30844
hsa-mir-423	hsa-mir-423	miRNA	166.6962658	9.920401
---	RBAK	mRNA	166.624362	24.43689
ENSG00000091656	ZFHX4	mRNA	166.5849616	17.63518
ENSG00000134138	MEIS2	mRNA	166.5229563	26.20316
ENSG00000115421	PAPOLG	mRNA	166.4415847	32.12388
ENSG00000111785	RIC8B	mRNA	166.4414491	23.33228
ENSG00000116044	NFE2L2	mRNA	166.3174742	31.26398
ENSG00000177508	IRX3	mRNA	166.2937005	30.29074
ENSG00000198746	GPATCH3	mRNA	166.1476474	6.92511
ENSG00000172728	FUT10	mRNA	166.1272052	25.39726
ENSG00000170364	SETMAR	mRNA	166.0972731	15.09862
ENSG00000197576	HOXA4	mRNA	166.0665363	9.661262
ENSG00000141040	ZNF287	mRNA	166.0306012	4.281065
ENSG00000164164	OTUD4	mRNA	166.0262714	22.21604
ENSG00000159086	C21orf66	mRNA	165.9806647	67.96304
ENSG00000166068	SPRED1	mRNA	165.9688402	31.58341
ENSG00000126790	C14orf149	mRNA	165.9232574	9.982908
ENSG00000119599	WDR21A	mRNA	165.8945638	22.84416
ENSG00000124103	C20orf106	mRNA	165.8080171	4.182817
ENSG00000198169	ZNF251	mRNA	165.7700023	25.33466
ENSG00000139826	ABHD13	mRNA	165.7133807	48.31005
ENSG00000188529	FUSIP1	mRNA	165.62831	141.3354
ENSG00000205423	TMEM188	mRNA	165.5231247	21.05848
ENSG00000115446	UNC50	mRNA	165.4979063	16.62532
ENSG00000165821	SALL2	mRNA	165.4546178	11.23408
ENSG00000144199	FAHD2B	mRNA	165.3984305	21.49387
ENSG00000204532	LOC649137	mRNA	165.3829548	21.69746
ENSG00000147316	MCPH1	mRNA	165.3569275	19.26726
ENSG00000182568	SATB1	mRNA	165.3416922	58.96476
ENSG00000152291	TGOLN2	mRNA	165.2731221	30.34419
ENSG00000080839	RBL1	mRNA	165.2165123	76.15684
ENSG00000137574	TGS1	mRNA	165.1595156	32.9916
ENSG00000143995	MEIS1	mRNA	165.1128757	21.39282
ENSG00000196391	ZNF774	mRNA	165.0862049	6.457648
ENSG00000159256	MORC3	mRNA	165.0424518	32.88673
ENSG00000143079	CTTNBP2NL	mRNA	164.9894193	28.13744
ENSG00000102870	ZNF629	mRNA	164.9506325	7.281648
ENSG00000181744	C3orf58	mRNA	164.9436476	29.73311
ENSG00000111725	PRKAB1	mRNA	164.8175272	61.00089
---	FAM128B	mRNA	164.7613768	11.05157
ENSG00000128000	ZNF780B	mRNA	164.7533443	92.95028
ENSG00000104497	SNX16	mRNA	164.6975031	4.786007
ENSG00000196912	ANKRD36B	mRNA	164.6196802	63.279354
ENSG00000169914	OTUD3	mRNA	164.5940757	47.72075
ENSG00000179455	MKRN3	mRNA	164.5636196	9.848845
ENSG00000158470	B4GALT5	mRNA	164.5040314	70.0061
ENSG00000137075	RNF38	mRNA	164.4960736	28.13197
ENSG00000149483	TMEM138	mRNA	164.3451317	24.39897
ENSG00000180035	ZNF553	mRNA	164.3302902	10.86357
ENSG00000164743	C8orf48	mRNA	164.3289589	3.247524
ENSG00000183309	ZNF623	mRNA	164.2985795	30.70613
ENSG00000162377	C1orf163	mRNA	164.2702087	70.15694
ENSG00000130684	ZNF337	mRNA	164.222569	21.3183
ENSG00000176127	C14orf128	mRNA	164.1325467	7.149021
ENSG00000188042	ARL4C	mRNA	164.0682237	24.22299
ENSG00000135974	C2orf49	mRNA	163.9921065	40.75565
ENSG00000197863	ZNF790	mRNA	163.9735022	35.54282
ENSG00000083828	ZNF586	mRNA	163.9640131	19.98817
ENSG00000145908	ZNF300	mRNA	163.9596868	24.8522
ENSG00000063587	ZNF275	mRNA	163.9309609	36.92803
ENSG00000125633	CCDC93	mRNA	163.9071709	38.61527
ENSG00000178093	TSSK6	mRNA	163.6927099	3.349391
ENSG00000176681	LRRC37A	mRNA	163.6372571	52.14137
ENSG00000171621	SPSB1	mRNA	163.5651127	5.576499
ENSG00000080802	CNOT4	mRNA	163.559123	23.48129
ENSG00000171988	JMJD1C	mRNA	163.4249237	55.05609
ENSG00000168646	AXIN2	mRNA	163.4128377	8.834172
ENSG00000196227	C20orf177	mRNA	163.3584917	13.67055
ENSG00000169946	ZFPM2	mRNA	163.3444719	7.347698
ENSG00000186019	ZNF224	mRNA	163.3434348	63.41373
ENSG00000143622	RIT1	mRNA	163.3361793	32.85317
ENSG00000170855	TRIAP1	mRNA	163.3084471	104.5515
ENSG00000083223	ZCCHC6	mRNA	163.2805095	39.99337
ENSG00000167258	CRKRS	mRNA	163.2794694	105.3097
ENSG00000198538	ZNF28	mRNA	163.2737399	22.65605
ENSG00000008324	SS18L2	mRNA	163.1886264	61.75865
hsa-mir-10a	hsa-mir-10a	miRNA	163.1705339	1.907028
ENSG00000215717	C1orf119	mRNA	163.0132039	34.15142
ENSG00000241127	C7orf36	mRNA	162.938005	33.22826
ENSG00000172262	ZNF131	mRNA	162.9160198	39.93462
ENSG00000185278	ZBTB37	mRNA	162.907141	12.03672
ENSG00000166822	TMEM170	mRNA	162.7985936	68.091
ENSG00000167487	KLHL26	mRNA	162.7137314	13.36655
ENSG00000138449	SLC40A1	mRNA	162.6511044	3.551762
ENSG00000144354	CDCA7	mRNA	162.6328283	41.58886
ENSG00000197182	FLJ27365	mRNA	162.5249126	5.999559
ENSG00000175827	DKFZp761E198	mRNA	162.5076503	8.251608
ENSG00000188994	ZNF292	mRNA	162.4938543	78.12614
ENSG00000128710	HOXD10	mRNA	162.3685512	111.1164
---	UNQ2790	mRNA	162.3461512	10.13148
ENSG00000188636	LDOC1L	mRNA	162.2241248	25.63324
ENSG00000171466	ZNF562	mRNA	162.1603504	12.37794
ENSG00000144655	AXUD1	mRNA	162.1315263	6.85343
ENSG00000132002	DNAJB1	mRNA	162.1212186	153.6844
ENSG00000116863	ADPRHL2	mRNA	162.0429199	16.63939
---	TMEM137	mRNA	161.983148	15.86845
ENSG00000166450	PRTG	mRNA	161.9363295	12.44262
ENSG00000025156	HSF2	mRNA	161.9169298	48.31574
ENSG00000179918	SEPHS2	mRNA	161.8745142	85.57766
ENSG00000156804	FBXO32	mRNA	161.7865286	9.703634
ENSG00000119953	SMNDC1	mRNA	161.7654809	92.05441
ENSG00000134884	ARGLU1	mRNA	161.7566871	144.036
hsa-mir-103-2	hsa-mir-103-2	miRNA	161.6806974	2.251686
ENSG00000131023	LATS1	mRNA	161.6744441	51.55029
ENSG00000141026	MED9	mRNA	161.5416363	18.7439
ENSG00000142178	SNF1LK	mRNA	161.484572	13.9585
ENSG00000128709	HOXD9	mRNA	161.3834052	21.07362
ENSG00000205927	OLIG2	mRNA	161.2387382	3.828557
ENSG00000143157	POGK	mRNA	161.1707869	61.59756
ENSG00000159556	ISL2	mRNA	161.0098917	17.96204
ENSG00000198298	ZNF485	mRNA	160.9890804	27.41215
ENSG00000187792	ZNF70	mRNA	160.965044	16.45027
ENSG00000171861	RNMTL1	mRNA	160.9623401	56.64527
ENSG00000160818	GPATCH4	mRNA	160.9243197	76.17982
ENSG00000119401	TRIM32	mRNA	160.91747	28.66009
ENSG00000122085	MTERFD2	mRNA	160.8502477	13.54809
ENSG00000117707	PROX1	mRNA	160.8114143	4.026833
ENSG00000132467	UTP3	mRNA	160.7612941	70.98852
ENSG00000112578	BYSL	mRNA	160.740007	102.3187
ENSG00000151458	ANKRD50	mRNA	160.6563978	22.6055
ENSG00000151093	OXSM	mRNA	160.6384475	10.07193
ENSG00000196247	ZNF107	mRNA	160.5866727	12.70416
ENSG00000112796	ENPP5	mRNA	160.5641967	2.718246
ENSG00000215421	ZNF407	mRNA	160.5477823	13.8434
ENSG00000135211	TMEM60	mRNA	160.4840613	8.233497
hsa-mir-218-1	hsa-mir-218-1	miRNA	160.4379627	3.017298
ENSG00000081320	STK17B	mRNA	160.4215336	40.92528
ENSG00000126814	TRMT5	mRNA	160.3960416	34.30033
ENSG00000198185	ZNF334	mRNA	160.3488604	16.03169
ENSG00000121058	COIL	mRNA	160.0551321	188.5595
ENSG00000111266	DUSP16	mRNA	159.9941851	46.43036
ENSG00000173559	OBFC2A	mRNA	159.8988941	15.59271
ENSG00000198964	SGMS1	mRNA	159.8550599	22.24558
ENSG00000132436	FIGNL1	mRNA	159.8509331	60.33524
ENSG00000198960	ARMCX6	mRNA	159.8373641	16.23263
ENSG00000198799	LRIG2	mRNA	159.7688315	22.145
ENSG00000167615	LENG8	mRNA	159.6868058	33.03146
ENSG00000168143	FAM83B	mRNA	159.6172742	17.77592
ENSG00000109381	ELF2	mRNA	159.4722877	20.22336
ENSG00000005801	ZNF195	mRNA	159.4156881	23.81912
ENSG00000131351	NY-SAR-48	mRNA	159.3680079	23.16062
ENSG00000104343	UBE2W	mRNA	159.3323554	64.81137
ENSG00000163376	KBTBD8	mRNA	159.3295852	11.5064
ENSG00000186812	ZNF397	mRNA	159.3216442	11.47815
ENSG00000172766	NARG1L	mRNA	159.2830907	36.55632
ENSG00000109118	PHF12	mRNA	159.2830374	36.60697
ENSG00000204237	C17orf90	mRNA	159.2555068	30.07055
ENSG00000204754	FLJ16171	mRNA	159.2018517	1.693901
ENSG00000120071	KIAA1267	mRNA	159.1852616	38.30831
ENSG00000166004	KIAA1731	mRNA	159.0604803	30.59728
ENSG00000127334	DYRK2	mRNA	158.9453873	50.96716
hsa-mir-186	hsa-mir-186	miRNA	158.8168486	1.902678
ENSG00000163602	RYBP	mRNA	158.5049451	34.91401
ENSG00000103061	SLC7A6OS	mRNA	158.3372457	18.51462
ENSG00000136141	LRCH1	mRNA	158.2542966	15.35862
ENSG00000170871	KIAA0232	mRNA	158.2222731	19.10038
ENSG00000182903	ZNF721	mRNA	158.1164382	37.47121
---	C3orf42	mRNA	158.0380085	10.09552
ENSG00000186017	ZNF566	mRNA	158.0156806	56.22168
ENSG00000185246	PRPF39	mRNA	157.9934346	37.67795
ENSG00000107815	C10orf2	mRNA	157.7119583	53.57253
ENSG00000113739	STC2	mRNA	157.7113806	13.75266
ENSG00000082258	CCNT2	mRNA	157.7036743	26.49947
ENSG00000135763	KIAA0133	mRNA	157.6822662	104.8998
ENSG00000163961	RNF168	mRNA	157.6576971	30.95818
ENSG00000081721	DUSP12	mRNA	157.4206271	43.88384
ENSG00000137449	CPEB2	mRNA	157.3677277	6.729771
ENSG00000135486	HNRNPA1	mRNA	157.321959	746.94517
ENSG00000163788	SNRK	mRNA	157.2913776	37.43304
ENSG00000175213	ZNF408	mRNA	157.2256218	6.846987
ENSG00000183808	RBM12B	mRNA	157.2239748	60.61968
ENSG00000116138	DNAJC16	mRNA	157.1682244	32.41286
ENSG00000108433	GOSR2	mRNA	157.1157784	38.61453
ENSG00000221821	LOC441150	mRNA	156.982419	6.561815
ENSG00000198863	RUNDC1	mRNA	156.7929412	33.27693
hsa-mir-15b	hsa-mir-15b	miRNA	156.7924927	1.863918
ENSG00000106346	USP42	mRNA	156.7736525	21.58307
---	HSN2	mRNA	156.6594958	10.70675
ENSG00000064218	DMRT3	mRNA	156.5131739	8.140165
ENSG00000180425	C11orf71	mRNA	156.4464383	3.619287
ENSG00000173480	ZNF417	mRNA	156.4457304	30.97109
ENSG00000229117	RPL41	mRNA	156.4451628	15.83191
ENSG00000134644	PUM1	mRNA	156.4221536	243.7787
ENSG00000178974	FBXO34	mRNA	156.3504881	45.52603
ENSG00000182263	FIGN	mRNA	156.3135326	4.571128
ENSG00000140534	C15orf42	mRNA	156.2889723	83.74659
ENSG00000123505	AMD1	mRNA	156.2533483	165.7837
ENSG00000090432	MUL1	mRNA	156.2455836	37.46658
ENSG00000124613	ZNF391	mRNA	156.2428029	8.525923
ENSG00000163113	OTUD7B	mRNA	156.1382574	23.50302
ENSG00000170949	ZNF160	mRNA	156.107173	17.43202
ENSG00000055208	MAP3K7IP2	mRNA	156.0090806	115.6853
ENSG00000179456	ZNF238	mRNA	155.9835407	32.2842
ENSG00000099942	CRKL	mRNA	155.9434406	140.9367
ENSG00000127423	C1orf135	mRNA	155.8958633	15.28688
ENSG00000143970	ASXL2	mRNA	155.8492218	16.82645
ENSG00000173209	AHSA2	mRNA	155.6795022	20.55506
ENSG00000176371	ZSCAN2	mRNA	155.6581518	4.676473
ENSG00000177283	FZD8	mRNA	155.6580009	18.16333
ENSG00000128908	INOC1	mRNA	155.6137105	26.98564
ENSG00000104643	MTMR9	mRNA	155.5783019	20.67854
ENSG00000143633	C1orf131	mRNA	155.4406424	11.57136
ENSG00000156232	WHDC1	mRNA	155.4077475	13.91176
ENSG00000132823	C20orf111	mRNA	155.2796959	28.37694
ENSG00000083168	MYST3	mRNA	155.2781105	91.47984
ENSG00000232040	ZNF452	mRNA	155.1846865	11.40794
ENSG00000197062	ZNF187	mRNA	155.0628195	10.27856
ENSG00000126778	SIX1	mRNA	155.0167682	26.03736
ENSG00000197063	MAFG	mRNA	154.8691722	31.72891767
ENSG00000196890	HIST3H2BB	mRNA	154.8069216	16.12078
ENSG00000131941	RHPN2	mRNA	154.658494	47.50052
ENSG00000102921	N4BP1	mRNA	154.4841359	17.19907
ENSG00000198482	ZNF808	mRNA	154.4120699	37.64321
ENSG00000101191	DIDO1	mRNA	154.401737	56.78
ENSG00000213185	FAM24B	mRNA	154.3977066	10.75613
ENSG00000134294	SLC38A2	mRNA	154.2541214	351.0786
ENSG00000167637	ZNF345	mRNA	154.2341871	9.931493
